id	name	en	fr	de	es	ru	pt	zh	ja
168	e_loc_upp_knots	KNOTS	NŒUDS	KNOTEN	NUDOS	УЗЛОВ	NÓS	节	ノット
169	e_loc_upp_collision	COLLISION	COLLISION	KOLLISION	COLISIÓN	СТОЛКНОВЕНИЕ	COLISÃO	碰撞	衝突
170	e_loc_upp_warning	WARNING	AVERTISSEMENT	WARNUNG	AVISO	ВНИМАНИЕ	ALERTA	警报	警告
171	e_loc_upp_lck	LCK	VERR	ERF.	BLQ	БЛОК	TRC	锁定	ロック
172	e_loc_upp_new_transmission	NEW TRANSMISSION	NOUVELLE TRANSMISSION	NEUE ÜBERTRAGUNG	NUEVA TRANSMISIÓN	НОВОЕ СООБЩЕНИЕ	NOVA TRANSMISSÃO	新消息	新しいトランスミッション
173	e_loc_upp_transmissions	TRANSMISSIONS	TRANSMISSIONS	ÜBERTRAGUNGEN	TRANSMISIONES	СООБЩЕНИЯ	TRANSMISSÕES	消息	トランスミッション
174	e_loc_upp_deployed	DEPLOYED	DÉPLOYÉ	IM EINSATZ	DESPLEGADO	ТЕХНИКА В МИРЕ	ENVIADO	已部署	配置完了
175	e_loc_upp_docked	DOCKED	À QUAI	IM DOCK	ATRACADO	ТЕХНИКА В ОТСЕКАХ	ESTACIONADO	停泊	ドック入れ完了
176	e_loc_upp_loadout	LOADOUT	CHARGEMENT	AUSSTATTUNG	CARGA	СБОРКА	CARREGAMENTO	配置	装備
177	e_loc_upp_waypoint	WAYPOINT	POINT DE CHEMINEMENT	WEGPUNKT	PUNTO DE RUTA	ТОЧКА МАРШРУТА	ROTA	路径点	通過点
178	e_loc_upp_altitude	ALTITUDE	ALTITUDE	HÖHE	ALTITUD	ВЫСОТА	ALTITUDE	高度	高度
179	e_loc_upp_attack_target	ATTACK TARGET	ATTAQUER CIBLE	ZIEL ANGREIFEN	OBJETIVO DE ATAQUE	АТАКОВАТЬ ЦЕЛЬ	ATACAR ALVO	攻击目标	標的を攻撃
180	e_loc_upp_any	ANY	TOUT	ALLE	CUALQUIERA	ЛЮБЫМ ОРУЖИЕМ	QUALQUER	任意	どれでも
181	e_loc_upp_bomb_single	BOMB SINGLE	BOMBE SEULE	EINZELBOMBE	BOMBA SIMPLE	ОДНОЙ БОМБОЙ	BOMBARDEAR ALVO ÚNICO	单炸弹	爆弾（シングル）
182	e_loc_upp_bomb_double	BOMB DOUBLE	BOMBE DOUBLE	DOPPELBOMBE	BOMBA DOBLE	ДВОЙНОЙ БОМБОЙ	BOMBARDEAR ALVO DUPLO	双炸弹	爆弾（ダブル）
183	e_loc_upp_missile_single	MISSILE SINGLE	MISSILE SEUL	EINZEL-RAKETE	MISIL SIMPLE	ОДНОЙ РАКЕТОЙ	LANÇAR MÍSSIL EM ALVO ÚNICO	单导弹	ミサイル（シングル）
184	e_loc_upp_missile_double	MISSILE DOUBLE	MISSILE DOUBLE	DOPPEL-RAKETE	MISIL DOBLE	ДВУМЯ РАКЕТАМИ	LANÇAR MÍSSIL EM ALVO DUPLO	双导弹	ミサイル（ダブル）
185	e_loc_upp_rockets	ROCKETS	ROQUETTES	RAKETEN	COHETES	РАКЕТЫ	FOGUETES	火箭	ロケット
186	e_loc_upp_center_to_carrier	CENTER TO CARRIER	CENTRE AU TRANSPORTEUR	TRÄGER ZENTRIEREN	CENTRAR EN PORTAVIONES	ЦЕНТРИРОВАТЬ ПО АВИАНОСЦУ	CENTRALIZAR PORTA-AVIÕES	航母居中	航空母機に集合
187	e_loc_upp_map_mode	MAP MODE	MODE CARTE	KARTENMODUS	MODO DE MAPA	РЕЖИМ КАРТЫ	MODO MAPA	地图模式	地図モード
188	e_loc_upp_alpha	ALPHA	ALPHA	ALPHA	ALFA	АЛЬФА	ALFA	ALPHA	アルファ
189	e_loc_upp_bravo	BRAVO	BRAVO	BRAVO	BRAVO	БРАВО	BRAVO	BRAVO	ブラボー
190	e_loc_upp_charlie	CHARLIE	CHARLIE	CHARLIE	CHARLIE	ЧАРЛИ	CHARLIE	CHARLIE	チャーリー
191	e_loc_upp_delta	DELTA	DELTA	DELTA	DELTA	ДЕЛЬТА	DELTA	DELTA	デルタ
192	e_loc_upp_wait_alpha	WAIT ALPHA	ATTENTE ALPHA	ALPHA WARTEN	ALFA, ESPERA	ЖДАТЬ СИГНАЛА АЛЬФА	AGUARDAR ALFA	等待ALPHA	アルファ待機
193	e_loc_upp_wait_bravo	WAIT BRAVO	ATTENTE BRAVO	BRAVO WARTEN	BRAVO, ESPERA	ЖДАТЬ СИГНАЛА БРАВО	AGUARDAR BRAVO	等待BRAVO	ブラボー待機
194	e_loc_upp_wait_charlie	WAIT CHARLIE	ATTENTE CHARLIE	CHARLIE WARTEN	CHARLIE, ESPERA	ЖДАТЬ СИГНАЛА ЧАРЛИ	AGUARDAR CHARLIE	等待CHARLIE	チャーリー待機
195	e_loc_upp_wait_delta	WAIT DELTA	ATTENTE DELTA	DELTA WARTEN	DELTA, ESPERA	ЖДАТЬ СИГНАЛА ДЕЛЬТА	AGUARDAR DELTA	等待DELTA	デルタ待機
196	e_loc_upp_alpha_go	ALPHA GO	ALPHA GO	ALPHA LOS	ALFA, PROCEDE	СИГНАЛ АЛЬФА	ALFA, AVANÇAR	ALPHA行动	アルファ開始
197	e_loc_upp_bravo_go	BRAVO GO	BRAVO GO	BRAVO LOS	BRAVO, PROCEDE	СИГНАЛ БРАВО	BRAVO, AVANÇAR	BRAVO行动	ブラボー開始
198	e_loc_upp_charlie_go	CHARLIE GO	CHARLIE GO	CHARLIE LOS	CHARLIE, PROCEDE	СИГНАЛ ЧАРЛИ	CHARLIE, AVANÇAR	CHARLIE行动	チャーリー開始
199	e_loc_upp_delta_go	DELTA GO	DELTA GO	DELTA LOS	DELTA, PROCEDE	СИГНАЛ ДЕЛЬТА	DELTA, AVANÇAR	DELTA行动	デルタ開始
200	e_loc_upp_go_code_alpha	GO CODE ALPHA	GO CODE ALPHA	CODE ALPHA LOS	CÓDIGO ALFA	СИГНАЛ АЛЬФА ОТПРАВЛЕН	AVANÇAR CÓDIGO ALFA	代号ALPHA行动	開始コード（アルファ）
201	e_loc_upp_go_code_bravo	GO CODE BRAVO	GO CODE BRAVO	CODE BRAVO LOS	CÓDIGO BRAVO	СИГНАЛ БРАВО ОТПРАВЛЕН	AVANÇAR CÓDIGO BRAVO	代号BRAVO行动	開始コード（ブラボー）
202	e_loc_upp_go_code_charlie	GO CODE CHARLIE	GO CODE CHARLIE	CODE CHARLIE LOS	CÓDIGO CHARLIE	СИГНАЛ ЧАРЛИ ОТПРАВЛЕН	AVANÇAR CÓDIGO CHARLIE	代号CHARLIE行动	開始コード（チャーリー）
203	e_loc_upp_go_code_delta	GO CODE DELTA	GO CODE DELTA	CODE DELTA LOS	CÓDIGO DELTA	СИГНАЛ ДЕЛЬТА ОТПРАВЛЕН	AVANÇAR CÓDIGO DELTA	代号DELTA行动	開始コード（デルタ）
204	e_loc_upp_attack_selector	ATTACK SELECTOR	SÉLECTEUR D'ATTAQUE	ANGRIFFSAUSWAHL	SELECTOR DE ATAQUE	ВЫБОР АТАКИ	SELETOR DE ATAQUE	攻击选择器	攻撃セレクタ
205	e_loc_upp_deploy_vehicle	DEPLOY VEHICLE	DÉPLOYER VÉHICULE	FAHRZEUG/VIRENBOTS ABSETZEN	DESPLEGAR VEHÍCULO	ВЫГРУЗИТЬ ТЕХНИКУ	ENVIAR VEÍCULO	部署载具	機体配置
206	e_loc_upp_missile	MISSILE	MISSILE	RAKETE	MISIL	РАКЕТА	MÍSSIL	导弹	ミサイル
207	e_loc_upp_offline	OFFLINE	HORS LIGNE	OFFLINE	DESCONECTADO	ОФЛАЙН	OFF-LINE	离线	オフライン
208	e_loc_upp_a_air	AA	AA	FLA	AA	ПВО	AA	防空	対空
209	e_loc_upp_a_msl	CIWS	CIWS	CIWS	CIWS	ТУРЕЛЬ	CIWS	近防炮	近接防衛システム
210	e_loc_upp_tracking	TRACKING	SUIVI	VERFOLGUNG	SEGUIMIENTO	ВЕДЕНИЕ	RASTREAMENTO	追踪	追跡中
211	e_loc_upp_icbm	MSL	MSL	RAK	MSL	РБД	MSL	导弹	ミサイル
212	e_loc_upp_overwrite_save	OVERWRITE SAVE	ÉCRASER SAUVEGARDE	SPEICHERSTAND ÜBERSCHREIBEN	SOBRESCRIBIR PARTIDA	ПЕРЕЗАПИСАТЬ ЭТОТ СЛОТ	SALVAR EM CIMA DE JOGO	覆盖存档	セーブデータを上書き
213	e_loc_upp_acronym_alpha	A	A	A	A	A	A	A	A
214	e_loc_upp_acronym_beta	B	B	B	B	B	B	B	B
215	e_loc_upp_acronym_charlie	C	C	C	C	C	C	C	C
216	e_loc_upp_acronym_delta	D	D	D	D	D	D	D	D
217	e_loc_upp_acronym_air	A	A	A	A	A	A	空	A
218	e_loc_upp_acronym_surface	S	S	S	S	S	T	地	S
219	e_loc_upp_acronym_meters	M	M	M	M	м	M	米	M
220	e_loc_upp_display	DISPLAY	AFFICHER	ANZEIGE	PANTALLA	ЭКРАН	EXIBIÇÃO	显示	表示
221	e_loc_upp_apply	APPLY	APPLIQUER	VERWENDEN	APLICAR	ПРИМЕНИТЬ	APLICAR	应用	適用
222	e_loc_rebind	rebind	relier	neu verbinden	cambiar	переназначить	reconfigurar controles	重新绑定	設定変更
223	e_loc_press_key_to_bind	press key to bind	appuyer sur une touche pour relier	Taste zum Verbinden drücken	pulsa una tecla para asignarla	нажмите клавишу для назначения	aperte a tecla para configurar	按键以绑定	キーを押して設定
224	e_loc_esc_to_cancel	cancel	annuler	abbrechen	cancelar	отменить	cancelar	取消	キャンセル
225	e_loc_press_button_to_bind	press button to bind	appuyer sur le bouton pour relier	Schaltfläche zum Verbinden drücken	pulsa un botón para asignarlo	нажмите кнопку для назначения	aperte o botão para configurar	按键以绑定	ボタンを押して設定
226	e_loc_off	off	off	aus	no	Отключены	desligado	关	オフ
227	e_loc_low	Low	Bas	Niedrig	Inf.	Низкие	Baixo	低	低
228	e_loc_med	Med	Moy	Mittel	Med.	Средние	Médio	中	中
229	e_loc_high	High	Haut	Hoch	Sup.	Высокие	Alto	高	高
230	e_loc_ultra	Ultra	Ultra	Ultra	Ultra	Ультра	Ultra	超高	超
231	e_loc_lights	Lights	Lumières	Licht	Iluminación	Освещение	Luzes	光	ライト
232	e_loc_main_shadow	Main Shadow	Ombre principale	Hauptschatten	Sombras principales	Тени общие	Sombra principal	主阴影	メインの陰影
233	e_loc_spot_shadow	Spot Shadow	Ombre spot	Punktschatten	Sombras individuales	Тени динамич.	Sombra de iluminação	点阴影	スポットライトによる陰影
234	e_loc_trees	Trees	Arbres	Bäume	Árboles	Деревья	Árvores	树木	木々
235	e_loc_ocean_foam	Ocean Foam	Écume de mer	Seeschaum	Espuma oceánica	Морская пена	Espuma do mar	海洋泡沫	海のしぶき
236	e_loc_screen_glow	Screen Glow	Lueur d'écran	Bildschirmleuchten	Brillo de pantalla	Подсветка экр.	Brilho da tela	屏幕光晕	スクリーン光度
237	e_loc_bloom	Bloom	Velouté	Bloom	Efecto bloom	Свечение	Efeito bloom	泛光效果	被覆
238	e_loc_resolution	Resolution	Résolution	Auflösung	Resolución	Разрешение	Resolução	分辨率	解像度
239	e_loc_vsync	VSync	VSync	VSync	Sinc. vert.	Вертикальная синхронизация	Sincronização vertical	垂直同步	垂直同期
240	e_loc_fullscreen	Fullscreen	Plein écran	Vollbildschirm	Pantalla completa	Полный экран	Tela cheia	全屏	全画面
241	e_loc_antialiasing	Antialiasing	Antialiasing	Antialiasing	Suavizado bordes	Сглаживание	Antisserrilhamento	边缘平滑	アンチエイリアス処理
242	e_loc_gamma	Gamma	Gamma	Gamma	Gamma	Гамма	Gama	亮度	ガンマ
243	e_loc_fov	FOV	FoV	FoV	CdV	Угол обзора	Campo de visão	视场角	視野角
244	e_loc_mute	Mute	Muet	Stumm	Silenciar	Отключить звук	Silenciar	静音	ミュート
245	e_loc_master	Master	Master	Master	General	Общий уровень	Master	主音量	マスターボリューム
246	e_loc_sfx	Sfx	Sfx	Sfx	Efectos	Эффекты	Efeitos sonoros	音效	特殊効果
247	e_loc_voice	Voice	Voix	Sprache	Voces	Голосовой чат	Voz	语音	音声
248	e_loc_music	Music	Musique	Musik	Música	Музыка	Música	音乐	音楽
249	e_loc_ui	Ui	UI	Benutzeroberfläche	IU	Интерфейс	Interface	UI	ユーザー・インターフェース
250	e_loc_ambience	Ambience	Ambiance	Umgebung	Ambiente	Окружение	Ambientação	环境	環境
251	e_loc_horizontal	Horizontal	Horizontal	Horizontal	Horizontal	Горизонтально	Horizontal	水平	水平
252	e_loc_vertical	Vertical	Vertical	Vertikal	Vertical	Вертикально	Vertical	垂直	垂直
253	e_loc_gender	Gender	Genre	Geschlecht	Género	Пол	Gênero	性别	性別
254	e_loc_male	Male	Homme	Männlich	Hombre	Мужской	Masculino	男	男性
255	e_loc_female	Female	Femme	Weiblich	Mujer	Женский	Feminino	女	女性
256	e_loc_skin	Skin	Peau	Haut	Piel	Цвет кожи	Pele	皮肤	肌
257	e_loc_type	Type	Type	Typ	Tipo	Прическа	Tipo	种类	タイプ
258	e_loc_color	Color	Couleur	Farbe	Color	Цвет волос	Cor	颜色	色
259	e_loc_facial	Facial	Visage	Gesicht	Facial	Волосы на лице	Rosto	面部	顔
260	e_loc_none	None	Aucun	Nichts	No	Отсутствуют	Nenhum	无	なし
261	e_loc_connecting	Connecting	Connexion	Wird verbunden	Conectando	Подключение	Conectando	连接中	接続中
262	e_loc_upp_bindings	BINDINGS	FIXATIONS	BELEGUNG	ASIGNACIONES	НАЗНАЧЕННЫЕ КЛАВИШИ	CONFIGURAÇÕES	键位绑定	設定
263	e_loc_upp_reset	RESET	RÉINITIALISER	ZURÜCKSETZEN	REINICIAR	СБРОСИТЬ	REDEFINIR	重置	リセット
264	e_loc_upp_sensitivity	SENSITIVITY	SENSIBILITÉ	EMPFINDLICHKEIT	SENSIBILIDAD	ЧУВСТВИТЕЛЬНОСТЬ	SENSIBILIDADE	灵敏度	感度
265	e_loc_upp_invert	INVERT	INVERSER	UMKEHREN	INVERTIR	ИНВЕРТИРОВАТЬ	INVERTER	反转	反転
266	e_loc_input_walk_left	walk left	se déplacer à gauche	nach links gehen	caminar a izq.	движение влево	andar para a esquerda	向左走	左に歩く
267	e_loc_input_walk_right	walk right	se déplacer à droite	nach rechts gehen	caminar a der.	движение вправо	andar para a direita	向右走	右に歩く
268	e_loc_input_walk_up	walk up	se déplacer vers le haut	nach oben gehen	avanzar	движение вперед	andar para cima	向前走	歩いて登る
269	e_loc_input_walk_down	walk down	se déplacer vers le bas	nach unten gehen	retroceder	движение назад	andar para baixo	向后走	歩いて降りる
270	e_loc_input_look_left	look left	regarder à gauche	Blick nach links	mirar a izq.	обзор влево	olhar para a esquerda	向左看	左を見る
271	e_loc_input_look_right	look right	regarder à droite	Blick nach rechts	mirar a der.	обзор вправо	olhar para a direita	向右看	右を見る
272	e_loc_input_look_up	look up	regarder vers le haut	Blick nach oben	mirar arriba	обзор вверх	olhar para cima	向上看	上を見る
273	e_loc_input_look_down	look down	regarder vers le bas	Blick nach unten	mirar abajo	обзор вниз	olhar para baixo	向下看	下を見る
274	e_loc_input_sprint	sprint	sprinter	laufen	correr	бег	correr	跑	ダッシュする
275	e_loc_input_crouch	crouch	s'accroupir	ducken	agacharse	приседание	agachar	蹲	かがむ
276	e_loc_input_interact_a	interact a	interaction a	Interaktion a	interactuar a	действие a	interagir a	互动a	操作する（a）
277	e_loc_input_interact_b	interact b	interaction b	Interaktion b	interactuar b	действие b	interagir b	互动b	操作する（b）
278	e_loc_input_interact_c	interact c	interaction c	Interaktion c	interactuar c	действие c	interagir c	互动c	操作する（c）
279	e_loc_input_back	back	retour	zurück	atrás	назад	voltar	后退	戻る
280	e_loc_input_dpad_left	dpad left	croix directionnelle gauche	dpad links	cruceta izq.	d-pad влево	direcional esquerdo	方向键左	十字キー（左）
281	e_loc_input_dpad_right	dpad right	croix directionnelle droite	dpad rechts	cruceta der.	d-pad вправо	direcional direito	方向键右	十字キー（右）
282	e_loc_input_dpad_up	dpad up	croix directionnelle haut	dpad nach oben	cruceta arriba	d-pad вверх	direcional para cima	方向键上	十字キー（上）
283	e_loc_input_dpad_down	dpad down	croix directionnelle bas	dpad nach unten	cruceta abajo	d-pad вниз	direcional para baixo	方向键下	十字キー（下）
284	e_loc_input_attachment_primary	attachment primary	accessoire principal	Primäraufsatz	accesorio principal	модуль (осн.)	dispositivo primário	附件主要	装備アイテム（主）
285	e_loc_input_attachment_secondary	attachment secondary	accessoire secondaire	Sekundäraufsatz	accesorio secundario	модуль (втор.)	dispositivo secundário	附件次要	装備アイテム（副）
286	e_loc_input_attachment_fire	attachment fire	tir accessoire	Aufsatzfeuer	accesorio de disparo	модуль (огонь)	disparar dispositivo	附件开火	装備アイテム（ミサイル）
287	e_loc_input_camera_zoom	camera zoom	zoom caméra	Kamerazoom	ampliación de cámara	приближение	aproximar/afastar câmera	摄像头缩放	カメラズーム
288	e_loc_input_cycle_target	cycle target	cible de cycle	Zyklusziel	cambiar objetivo	смена цели	alternar alvo	切换目标	サイクルターゲット
289	e_loc_input_toggle_control	toggle control	basculer le contrôle	Steuerung umschalten	cambiar control	режим управления	alternar controle	控制切换	トグル制御
290	e_loc_input_toggle_stabilisation	toggle stabilisation	basculer la stabilisation	Stabilisierung umschalten	cambiar estabilización	режим стабилизации	alternar estabilidade	稳定切换	トグル固定化
291	e_loc_input_select_attachment_1	select attachment 1	sélectionner l'accessoire 1	Aufsatz 1 auswählen	accesorio 1	выбрать модуль 1	selecionar dispositivo 1	选择附件1	装備アイテム1を選択
292	e_loc_input_select_attachment_2	select attachment 2	sélectionner l'accessoire 2	Aufsatz 2 auswählen	accesorio 2	выбрать модуль 2	selecionar dispositivo 2	选择附件2	装備アイテム2を選択
293	e_loc_input_select_attachment_3	select attachment 3	sélectionner l'accessoire 3	Aufsatz 3 auswählen	accesorio 3	выбрать модуль 3	selecionar dispositivo 3	选择附件3	装備アイテム3を選択
294	e_loc_input_select_attachment_4	select attachment 4	sélectionner l'accessoire 4	Aufsatz 4 auswählen	accesorio 4	выбрать модуль 4	selecionar dispositivo 4	选择附件4	装備アイテム4を選択
295	e_loc_input_select_attachment_5	select attachment 5	sélectionner l'accessoire 5	Aufsatz 5 auswählen	accesorio 5	выбрать модуль 5	selecionar dispositivo 5	选择附件5	装備アイテム5を選択
296	e_loc_input_select_attachment_6	select attachment 6	sélectionner l'accessoire 6	Aufsatz 6 auswählen	accesorio 6	выбрать модуль 6	selecionar dispositivo 6	选择附件6	装備アイテム6を選択
297	e_loc_input_select_attachment_7	select attachment 7	sélectionner l'accessoire 7	Aufsatz 7 auswählen	accesorio 7	выбрать модуль 7	selecionar dispositivo 7	选择附件7	装備アイテム7を選択
298	e_loc_input_select_attachment_8	select attachment 8	sélectionner l'accessoire 8	Aufsatz 8 auswählen	accesorio 8	выбрать модуль 8	selecionar dispositivo 8	选择附件8	装備アイテム8を選択
299	e_loc_input_select_attachment_9	select attachment 9	sélectionner l'accessoire 9	Aufsatz 9 auswählen	accesorio 9	выбрать модуль 9	selecionar dispositivo 9	选择附件9	装備アイテム9を選択
300	e_loc_input_select_attachment_10	select attachment 10	sélectionner l'accessoire 10	Aufsatz 10 auswählen	accesorio 10	выбрать модуль 10	selecionar dispositivo 10	选择附件10	装備アイテム10を選択
301	e_loc_input_select_attachment_next	select attachment next	sélectionner l'accessoire suivant	nächsten Aufsatz auswählen	siguiente accesorio	выбрать следующий модуль	selecionar próximo dispositivo	选择上一个附件	次の装備アイテムを選択
302	e_loc_input_select_attachment_prev	select attachment prev	sélectionner l'accessoire précédent	vorigen Aufsatz auswählen	accesorio anterior	выбрать предыдущий модуль	selecionar dispositivo anterior	选择下一个附件	前の装備アイテムを選択
303	e_loc_input_axis_move_x	axis move x	déplacement de l'axe x	Achsenbewegung x	eje x (mov.)	ось движения x	mover eixo x	x轴移动	機軸動作x
304	e_loc_input_axis_move_y	axis move y	déplacement de l'axe y	Achsenbewegung y	eje y (mov.)	ось движения y	mover eixo y	y轴移动	機軸動作y
305	e_loc_input_axis_look_x	axis look x	axe regard x	Achsenansicht x	eje x (cám.)	ось обзора x	olhar eixo x	x轴观察	機軸外観x
306	e_loc_input_axis_look_y	axis look y	axe regard y	Achsenansicht y	eje y (cám.)	ось обзора y	olhar eixo y	y轴观察	機軸外観y
307	e_loc_input_screen_lmb	screen lmb	lmb écran	Bildsch. LMT	botón izq. ratón	#screen lmb#	tela (botão esquerdo do mouse)	屏幕互动主要	スクリーン左クリック
308	e_loc_input_unhandled	unhandled	non géré	unbearbeitet	no controlado	#не назначено#	não manuseado	未处理	未処理
309	e_loc_ammo_30mm	Ammo (30mm)	Munitions (30 mm)	Munition (30 mm)	Munición (30 mm)	Боеприпасы 30мм	Munição (30 mm)	弹药（30毫米）	砲弾（30mm）
310	e_loc_gun_ammunition	Gun ammunition	Munitions pistolet	Kanonenmunition	Munición de cañón	Gun ammunition	Munição de arma	火炮弹药	銃弾
311	e_loc_ammo_missile	Ammo (Missile)	Munitions (Missile)	Munition (Rakete)	Munición (misil)	Ракетный снаряд	Munição (Míssil)	弹药（导弹）	砲弾（ミサイル）
312	e_loc_ir_guided_missile	IR Guided Missile	Missile guidé IR	IR-Lenkrakete	Misil guiado por IR	Ракета c инфракрасным наведением	Míssil guiado infravermelho	红外制导导弹	赤外線誘導付きのミサイル
313	e_loc_seal_chassis	Seal Chassis	Châssis phoque	Seal-Chassis	Chasis de foca	Шасси Тюлень	Chassi de Foca	海豹底盘	アシカのシャシー
314	e_loc_light_scout_vehicle	Light scout vehicle	Véhicule éclaireur léger	Leichtes Spähfahrzeug	Vehículo de exploración ligero	Легкая колесная платформа	Veículo de varredura leve	轻型侦察载具	軽量偵察用装甲車
315	e_loc_walrus_chassis	Walrus Chassis	Châssis morse	Walrus-Chassis	Chasis de Morsa	Шасси Морж	Chassi de Morsa	海象底盘	セイウチのシャシー
316	e_loc_all_purpose_vehicle	All purpose vehicle	Véhicule tout terrain	Mehrzweckfahrzeug	Vehículo multifunción	Средняя колесная платформа	Veículo versátil	通用载具	多目的機体
317	e_loc_bear_chassis	Bear Chassis	Châssis ours	Bear-Chassis	Chasis de Oso	Шасси Медведь	Chassi de Urso	熊底盘	クマのシャシー
318	e_loc_heavy_platform	Heavy platform	Plateforme lourde	Schwere Plattform	Plataforma pesada	Тяжелая гусенечная платформа	Plataforma pesada	重型平台	重基盤
319	e_loc_albatross_chassis	Albatross Chassis	Châssis albatros	Albatross-Chassis	Chasis de Albatros	Шасси Альбатрос	Chassi de Albatroz	信天翁底盘	アルバトロスのシャシー
320	e_loc_scout_wing_aircraft	Scout wing aircraft	Avion éclaireur	Aufklärungsflugzeug	Avión de exploración	Дрон-разведчик	Aeronave Scout wing	固定翼侦察机	偵察航空機
321	e_loc_manta_chassis	Manta Chassis	Châssis manta	Manta-Chassis	Chasis de Manta	Шасси Манта	Chassi de Arraia	魔鬼鱼底盘	マンタのシャシー
322	e_loc_fast_jet_aircraft	Fast jet aircraft	Jet rapide	Jet	Jet rápido	Дрон-истребитель	Aeronave de caça	高速喷气机	高速ジェット機
323	e_loc_razorbill_chassis	Razorbill Chassis	Châssis pingouin	Razorbill-Chassis	Chasis de Razorbill	Шасси Гагарка	Chassi de Torda	海雀底盘	ウミガラスのシャシー
324	e_loc_light_rotor	Light rotor	Rotor léger	Leichter Hubschrauber	Helicóptero ligero	Легкий вертолет	Rotor leve	轻型旋翼机	軽量ドローン
325	e_loc_peterl_chassis	Petrel Chassis	Châssis pétrel	Petrel-Chassis	Chasis de Petrel	Шасси Буревестник	Chassi de Petrel	海燕底盘	ウミツバメのシャシー
326	e_loc_heavy_lift_rotor	Heavy lift rotor	Rotor de levage lourd	Schwerer Hubschrauber	Helicóptero pesado	Тяжелый грузовой вертолет	Rotor de elevação pesado	载重旋翼机	重量物運搬ドローン
327	e_loc_logistics_barge	Logistics Barge	Barge de logistique	Barke	Barcaza logística	Баржа снабжения	Barcaça de logística	后勤驳船	物流用将官艇
328	e_loc_support_logistics_vessel	Support Logistics Vessel	Navire logistique de soutien	Fahrzeug zur Unterstützung der Logistik	Vehículo de apoyo logístico	Судно логистической поддержки	Nave de logística de apoio	后勤支援船	援護物流機
329	e_loc_turret_30mm	Turret (30mm)	Tourelle (30 mm)	Geschützturm (30 mm)	Torreta (30 mm)	Башня 30мм	Torre (30 mm)	炮塔（30毫米）	砲塔（30mm）
330	e_loc_ground_vehicle_cannon	Ground vehicle cannon	Canon de véhicule terrestre	Kanone für Bodenfahrzeuge	Cañón de vehículo terrestre	Башня для наземной техники	Canhão de veículo terrestre	地面载具炮	地上車機関砲
331	e_loc_aircraft_chaingun	Aircraft Chaingun	Chaîne pistolet d'avion	Luftfahrzeug-Minigun	Ametralladora aérea	Автопушка 20мм	Canhão automático de aeronave	航空链炮	航空機のチェーンガン
332	e_loc_aircraft_mounted_chaingun	Aircraft-mounted chaingun	Chaîne pistolet montée sur avion	Minigun für Luftfahrzeug	Ametralladora montada en aeronave	Скорострельная автопушка для воздушной техники	Canhão automático acoplado à aeronave	机载链炮	航空機搭載型のチェーンガン
333	e_loc_rocket_pod	Rocket Pod	Nacelle de roquette	Raketenstartbhehälter	Contenedor de cohetes	Подвесной ракетный блок	Cápsula de foguete	火箭巢	ロケット弾ポッド
334	e_loc_holds_up_to_12_missiles	Holds 19 rockets	Tient 19 fusées	Hält 19 Raketen	Tiene 19 cohetes	Вмещает 19 рокет	Mantém 19 foguetes	容纳19枚火箭	19のロケットを持っています
335	e_loc_virus_control_capsule	Virus Control Unit	Unité de contrôle du virus	Virus-Kontrolleinheit	Unidad de control vírica	Модуль с вирус-ботами	Unidade de controle viral	病毒控制单位	ウイルス制御ユニット
336	e_loc_deploy_island_hacking_bots	Deploy island hacking bots	Déployer les bots de hacking de l'île	Einsatz von Insel-Hacking-Bots	Despliega bots para piratear islas	Выпускает двух вирус-ботов для взлома командных центров	Enviar bot para hackear ilha	部署岛屿侵入机器人	島のハッキングボットを配置
337	e_loc_turret_ciws	Turret (CIWS)	Tourelle (CIWS)	Geschützturm (CIWS)	Torreta antiaérea	Зенитная турель (ПВО)	Torre (CIWS)	炮塔（近程防御武器系统）	砲塔（近接防衛システム）
